web,motif,species,count
Postmonsoon,D8,Herbaceous aquatic plants,0
Postmonsoon,D8,Heteropneustes fossilis,0
Postmonsoon,D8,Himantopus himantopus,0
Postmonsoon,D8,Hirundo rustica,0
Postmonsoon,D8,Hoplobatrachus tigerinus,0
Postmonsoon,D8,Hydrophasianus chirurgus,0
Postmonsoon,D8,Hydrovatus confertus,0
Postmonsoon,D8,Keratella lenzi,0
Postmonsoon,D8,Laccotrephes griseus,0
Postmonsoon,D8,Laccotrephes ruber,0
Postmonsoon,D8,Lecane aculeata,0
Postmonsoon,D8,Lecane bulla,0
Postmonsoon,D8,Limnogonus fossarum,0
Postmonsoon,D8,Lissemys punctata,0
Postmonsoon,D8,Macrobrachium equidens,0
Postmonsoon,D8,Macrobrachium malcolmsonii,0
Postmonsoon,D8,Macrobrachium rosenbergii,0
Postmonsoon,D8,Macrobrachium rude,0
Postmonsoon,D8,Macrognathus pancalus,0
Postmonsoon,D8,Macrothrix goeldi,0
Postmonsoon,D8,Macrothrix spinosa,0
Postmonsoon,D8,Mastacembelus armatus,0
Postmonsoon,D8,Merops orientalis,0
Postmonsoon,D8,Merops philippinus,0
Postmonsoon,D8,Mesocyclops leukarti,0
Postmonsoon,D8,Metopidius indicus,0
Postmonsoon,D8,Microcarbo niger,0
Postmonsoon,D8,Microhyla mymensinghensis,0
Postmonsoon,D8,Minervarya agricola,0
Postmonsoon,D8,Mosquito larvae,0
Postmonsoon,D8,Motacilla alba,0
Postmonsoon,D8,Motacilla citreola,0
Postmonsoon,D8,Motacilla tschutschensis,0
Postmonsoon,D8,Mycteria leucocephala,0
Postmonsoon,D8,Mystus tengara,0
Postmonsoon,D8,Mystus vittatus,0
Postmonsoon,D8,Naja naja,0
Postmonsoon,D8,Netta rufina,0
Postmonsoon,D8,Nettapus coromandelianus,0
Postmonsoon,D8,Netuma thalassina,0
Postmonsoon,D8,Notopterus notopterus,0
Postmonsoon,D8,Numenius arquata,0
Postmonsoon,D8,Nycticorax nycticorax,0
Postmonsoon,D8,Odonata sp.,0
Postmonsoon,D8,Oreochromis niloticus,0
Postmonsoon,D8,Oriolus kundoo,0
Postmonsoon,D8,Oriolus xanthornus,0
Postmonsoon,D8,Parambassis baculis,17
Postmonsoon,D8,Pethia phutunio,17
Postmonsoon,D8,Phalacrocorax fuscicollis,0
Postmonsoon,D8,Plegadis falcinellus,0
Postmonsoon,D8,Pluvialis fulva,0
Postmonsoon,D8,Polypedates maculatus,0
Postmonsoon,D8,Porphyrio poliocephalus,0
Postmonsoon,D8,Prionailurus viverrinus,0
Postmonsoon,D8,Puntius vittatus,17
Postmonsoon,D8,Ranatra elongata,21
Postmonsoon,D8,Ranatra filiformis,21
Postmonsoon,D8,Ranatra varipes,15
Postmonsoon,D8,Rasbora daniconius,17
Postmonsoon,D8,Scapholeberis kingi,0
Postmonsoon,D8,Spatula querquedula,0
Postmonsoon,D8,Spilornis cheela,0
Postmonsoon,D8,Sterna aurantia,0
Postmonsoon,D8,Sternula albifrons,0
Postmonsoon,D8,Tachybaptus ruficollis,0
Postmonsoon,D8,Tadorna ferruginea,0
Postmonsoon,D8,Tadploes,0
Postmonsoon,D8,Threskiornis melanocephalus,0
Postmonsoon,D8,Trichogaster fasciata,12
Postmonsoon,D8,Trichogaster lalius,0
Postmonsoon,D8,Tringa glareola,0
Postmonsoon,D8,Tringa nebularia,0
Postmonsoon,D8,Tringa ochropus,0
Postmonsoon,D8,Tringa stagnatilis,0
Postmonsoon,D8,Tringa tetanus,0
Postmonsoon,D8,Vanellus indicus,0
Postmonsoon,D8,Vanellus malabaricus,0
Postmonsoon,D8,Varanus bengalensis,0
Postmonsoon,D8,Xenentodon cancila,0
Postmonsoon,D8,Xenus cinereus,0
Monsoon,S1,Acridotheres ginginianus,156
Monsoon,S1,Alcedo atthis,114
Monsoon,S1,Alona pulchella,216
Monsoon,S1,Amaurornis phoenicurus,112
Monsoon,S1,Anastomus oscitans,234
Monsoon,S1,Anisops campbelli,468
Monsoon,S1,Aplocheilus panchax,97
Monsoon,S1,Aquarius adelaides,252
Monsoon,S1,Arcella discoides,216
Monsoon,S1,Ardea alba,116
Monsoon,S1,Ardea intermedia,116
Monsoon,S1,Ardea purpurea,114
Monsoon,S1,Ardeola grayii,126
Monsoon,S1,Asplanchna brightwelli,216
Monsoon,S1,Badis badis,555
Monsoon,S1,Big fish juveniles,604
Monsoon,S1,Brachionus calyciflorus,283
Monsoon,S1,Brachionus forficula,283
Monsoon,S1,Bubulcus ibis,114
Monsoon,S1,Bungarus fasciatus,319
Monsoon,S1,Carp sp.,0
Monsoon,S1,Centropus bengalensis,25
Monsoon,S1,Centropyxis aculeata,216
Monsoon,S1,Ceryle rudis,114
Monsoon,S1,Channa gachua,264
Monsoon,S1,Channa punctata,298
Monsoon,S1,Channa striata,298
Monsoon,S1,Coracias benghalensis,191
Monsoon,S1,Coronatella rectangula,216
Monsoon,S1,Dendrocygna javanica,397
Monsoon,S1,Detritus,200
Monsoon,S1,Diplonychus annulatus,283
Monsoon,S1,Diplonychus rusticus,258
Monsoon,S1,Duttaphrynus melanostictus,111
Monsoon,S1,Duttaphrynus scaber,113
Monsoon,S1,Egretta garzetta,126
Monsoon,S1,Enhydris enhydris,314
Monsoon,S1,Euphlyctis cyanophlyctis,115
Monsoon,S1,Fejervarya orissaensis,148
Monsoon,S1,Felis chaus,230
Monsoon,S1,Fowlea piscator,260
Monsoon,S1,Glossogobius giuris,208
Monsoon,S1,Green Algae,293
Monsoon,S1,Halcyon smyrnensis,114
Monsoon,S1,Haliaeetus leucogaster,444
Monsoon,S1,Herbaceous aquatic plants,89
Monsoon,S1,Heteropneustes fossilis,162
Monsoon,S1,Himantopus himantopus,23
Monsoon,S1,Hirundo rustica,23
Monsoon,S1,Hoplobatrachus crassus,133
Monsoon,S1,Hoplobatrachus tigerinus,140
Monsoon,S1,Hydrovatus confertus,267
Monsoon,S1,Hylarana tytleri,142
Monsoon,S1,Keratella lenzi,283
Monsoon,S1,Laccotrephes griseus,252
Monsoon,S1,Laccotrephes ruber,252
Monsoon,S1,Lecane aculeata,283
Monsoon,S1,Lecane bulla,283
Monsoon,S1,Limnogonus fossarum,252
Monsoon,S1,Lissemys punctata,166
Monsoon,S1,Macrobrachium equidens,169
Monsoon,S1,Macrobrachium malcolmsonii,158
Monsoon,S1,Macrobrachium rosenbergii,158
Monsoon,S1,Macrobrachium rude,287
Monsoon,S1,Macrognathus pancalus,193
Monsoon,S1,Macrothrix goeldi,216
Monsoon,S1,Macrothrix spinosa,216
Monsoon,S1,Mastacembelus armatus,182
Monsoon,S1,Merops orientalis,15
Monsoon,S1,Merops philippinus,15
Monsoon,S1,Mesocyclops leukarti,242
Monsoon,S1,Metopidius indicus,23
Monsoon,S1,Microcarbo niger,345
Monsoon,S1,Microhyla mymensinghensis,129
Monsoon,S1,Minervarya agricola,151
Monsoon,S1,Minervarya pierrei,142
Monsoon,S1,Mosquito larvae,508
Monsoon,S1,Motacilla citreola,23
Monsoon,S1,Mycteria leucocephala,255
Monsoon,S1,Mystus tengara,126
Monsoon,S1,Mystus vittatus,118
Monsoon,S1,Naja naja,172
Monsoon,S1,Netuma thalassina,396
Monsoon,S1,Notopterus notopterus,195
Monsoon,S1,Nycticorax nycticorax,116
Monsoon,S1,Odonata sp.,135
Monsoon,S1,Oreochromis niloticus,191
Monsoon,S1,Oriolus kundoo,15
Monsoon,S1,Oriolus xanthornus,15
Monsoon,S1,Parambassis baculis,120
Monsoon,S1,Pethia phutunio,555
Monsoon,S1,Polypedates maculatus,116
Monsoon,S1,Porphyrio poliocephalus,23
Monsoon,S1,Prionailurus viverrinus,318
Monsoon,S1,Puntius vittatus,187
Monsoon,S1,Ranatra elongata,279
Monsoon,S1,Ranatra filiformis,324
Monsoon,S1,Ranatra varipes,338
Monsoon,S1,Rasbora daniconius,285
Monsoon,S1,Scapholeberis kingi,242
Monsoon,S1,Sphaerotheca breviceps,103
Monsoon,S1,Sphaerotheca rolandae,103
Monsoon,S1,Spilornis cheela,65
Monsoon,S1,Tachybaptus ruficollis,124
Monsoon,S1,Tadploes,167
Monsoon,S1,Trichogaster fasciata,561
Monsoon,S1,Trichogaster lalius,551
Monsoon,S1,Uperodon systoma,142
Monsoon,S1,Vanellus indicus,23
Monsoon,S1,Varanus bengalensis,165
Monsoon,S1,Xenentodon cancila,97
Monsoon,S2,Acridotheres ginginianus,19
Monsoon,S2,Alcedo atthis,174
Monsoon,S2,Alona pulchella,20
Monsoon,S2,Amaurornis phoenicurus,96
Monsoon,S2,Anastomus oscitans,0
Monsoon,S2,Anisops campbelli,673
Monsoon,S2,Aplocheilus panchax,225
Monsoon,S2,Aquarius adelaides,650
Monsoon,S2,Arcella discoides,20
Monsoon,S2,Ardea alba,267
Monsoon,S2,Ardea intermedia,267
Monsoon,S2,Ardea purpurea,300
Monsoon,S2,Ardeola grayii,304
Monsoon,S2,Asplanchna brightwelli,20
Monsoon,S2,Badis badis,341
Monsoon,S2,Big fish juveniles,180
Monsoon,S2,Brachionus calyciflorus,31
Monsoon,S2,Brachionus forficula,31
Monsoon,S2,Bubulcus ibis,94
Monsoon,S2,Bungarus fasciatus,44
Monsoon,S2,Carp sp.,14
Monsoon,S2,Centropus bengalensis,204
Monsoon,S2,Centropyxis aculeata,20
Monsoon,S2,Ceryle rudis,174
Monsoon,S2,Channa gachua,464
Monsoon,S2,Channa punctata,395
Monsoon,S2,Channa striata,395
Monsoon,S2,Coracias benghalensis,48
Monsoon,S2,Coronatella rectangula,20
Monsoon,S2,Dendrocygna javanica,110
Monsoon,S2,Detritus,47
Monsoon,S2,Diplonychus annulatus,747
Monsoon,S2,Diplonychus rusticus,723
Monsoon,S2,Duttaphrynus melanostictus,182
Monsoon,S2,Duttaphrynus scaber,169
Monsoon,S2,Egretta garzetta,301
Monsoon,S2,Enhydris enhydris,67
Monsoon,S2,Euphlyctis cyanophlyctis,213
Monsoon,S2,Fejervarya orissaensis,253
Monsoon,S2,Felis chaus,14
Monsoon,S2,Fowlea piscator,53
Monsoon,S2,Glossogobius giuris,266
Monsoon,S2,Green Algae,121
Monsoon,S2,Halcyon smyrnensis,174
Monsoon,S2,Haliaeetus leucogaster,130
Monsoon,S2,Herbaceous aquatic plants,33
Monsoon,S2,Heteropneustes fossilis,50
Monsoon,S2,Himantopus himantopus,31
Monsoon,S2,Hirundo rustica,31
Monsoon,S2,Hoplobatrachus crassus,355
Monsoon,S2,Hoplobatrachus tigerinus,516
Monsoon,S2,Hydrovatus confertus,632
Monsoon,S2,Hylarana tytleri,237
Monsoon,S2,Keratella lenzi,31
Monsoon,S2,Laccotrephes griseus,650
Monsoon,S2,Laccotrephes ruber,650
Monsoon,S2,Lecane aculeata,31
Monsoon,S2,Lecane bulla,31
Monsoon,S2,Limnogonus fossarum,650
Monsoon,S2,Lissemys punctata,310
Monsoon,S2,Macrobrachium equidens,83
Monsoon,S2,Macrobrachium malcolmsonii,236
Monsoon,S2,Macrobrachium rosenbergii,236
Monsoon,S2,Macrobrachium rude,110
Monsoon,S2,Macrognathus pancalus,288
Monsoon,S2,Macrothrix goeldi,20
Monsoon,S2,Macrothrix spinosa,20
Monsoon,S2,Mastacembelus armatus,252
Monsoon,S2,Merops orientalis,0
Monsoon,S2,Merops philippinus,0
Monsoon,S2,Mesocyclops leukarti,24
Monsoon,S2,Metopidius indicus,31
Monsoon,S2,Microcarbo niger,31
Monsoon,S2,Microhyla mymensinghensis,233
Monsoon,S2,Minervarya agricola,210
Monsoon,S2,Minervarya pierrei,237
Monsoon,S2,Mosquito larvae,40
Monsoon,S2,Motacilla citreola,31
Monsoon,S2,Mycteria leucocephala,484
Monsoon,S2,Mystus tengara,14
Monsoon,S2,Mystus vittatus,30
Monsoon,S2,Naja naja,18
Monsoon,S2,Netuma thalassina,150
Monsoon,S2,Notopterus notopterus,342
Monsoon,S2,Nycticorax nycticorax,267
Monsoon,S2,Odonata sp.,2
Monsoon,S2,Oreochromis niloticus,115
Monsoon,S2,Oriolus kundoo,0
Monsoon,S2,Oriolus xanthornus,0
Monsoon,S2,Parambassis baculis,217
Monsoon,S2,Pethia phutunio,341
Monsoon,S2,Polypedates maculatus,204
Monsoon,S2,Porphyrio poliocephalus,31
Monsoon,S2,Prionailurus viverrinus,262
Monsoon,S2,Puntius vittatus,289
Monsoon,S2,Ranatra elongata,571
Monsoon,S2,Ranatra filiformis,575
Monsoon,S2,Ranatra varipes,658
Monsoon,S2,Rasbora daniconius,259
Monsoon,S2,Scapholeberis kingi,24
Monsoon,S2,Sphaerotheca breviceps,168
Monsoon,S2,Sphaerotheca rolandae,168
Monsoon,S2,Spilornis cheela,2
Monsoon,S2,Tachybaptus ruficollis,131
Monsoon,S2,Tadploes,18
Monsoon,S2,Trichogaster fasciata,336
Monsoon,S2,Trichogaster lalius,167
Monsoon,S2,Uperodon systoma,237
Monsoon,S2,Vanellus indicus,31
Monsoon,S2,Varanus bengalensis,25
Monsoon,S2,Xenentodon cancila,120
Monsoon,S4,Acridotheres ginginianus,72
Monsoon,S4,Alcedo atthis,175
Monsoon,S4,Alona pulchella,272
Monsoon,S4,Amaurornis phoenicurus,85
Monsoon,S4,Anastomus oscitans,136
Monsoon,S4,Anisops campbelli,502
Monsoon,S4,Aplocheilus panchax,572
Monsoon,S4,Aquarius adelaides,515
Monsoon,S4,Arcella discoides,272
Monsoon,S4,Ardea alba,265
Monsoon,S4,Ardea intermedia,265
Monsoon,S4,Ardea purpurea,299
Monsoon,S4,Ardeola grayii,408
Monsoon,S4,Asplanchna brightwelli,272
Monsoon,S4,Badis badis,753
Monsoon,S4,Big fish juveniles,846
Monsoon,S4,Brachionus calyciflorus,270
Monsoon,S4,Brachionus forficula,270
Monsoon,S4,Bubulcus ibis,67
Monsoon,S4,Bungarus fasciatus,237
Monsoon,S4,Carp sp.,122
Monsoon,S4,Centropus bengalensis,87
Monsoon,S4,Centropyxis aculeata,272
Monsoon,S4,Ceryle rudis,175
Monsoon,S4,Channa gachua,546
Monsoon,S4,Channa punctata,369
Monsoon,S4,Channa striata,369
Monsoon,S4,Coracias benghalensis,125
Monsoon,S4,Coronatella rectangula,272
Monsoon,S4,Dendrocygna javanica,140
Monsoon,S4,Detritus,283
Monsoon,S4,Diplonychus annulatus,223
Monsoon,S4,Diplonychus rusticus,229
Monsoon,S4,Duttaphrynus melanostictus,393
Monsoon,S4,Duttaphrynus scaber,375
Monsoon,S4,Egretta garzetta,373
Monsoon,S4,Enhydris enhydris,195
Monsoon,S4,Euphlyctis cyanophlyctis,382
Monsoon,S4,Fejervarya orissaensis,465
Monsoon,S4,Felis chaus,51
Monsoon,S4,Fowlea piscator,161
Monsoon,S4,Glossogobius giuris,260
Monsoon,S4,Green Algae,150
Monsoon,S4,Halcyon smyrnensis,175
Monsoon,S4,Haliaeetus leucogaster,192
Monsoon,S4,Herbaceous aquatic plants,335
Monsoon,S4,Heteropneustes fossilis,359
Monsoon,S4,Himantopus himantopus,15
Monsoon,S4,Hirundo rustica,15
Monsoon,S4,Hoplobatrachus crassus,293
Monsoon,S4,Hoplobatrachus tigerinus,255
Monsoon,S4,Hydrovatus confertus,502
Monsoon,S4,Hylarana tytleri,439
Monsoon,S4,Keratella lenzi,270
Monsoon,S4,Laccotrephes griseus,515
Monsoon,S4,Laccotrephes ruber,515
Monsoon,S4,Lecane aculeata,270
Monsoon,S4,Lecane bulla,270
Monsoon,S4,Limnogonus fossarum,515
Monsoon,S4,Lissemys punctata,475
Monsoon,S4,Macrobrachium equidens,410
Monsoon,S4,Macrobrachium malcolmsonii,299
Monsoon,S4,Macrobrachium rosenbergii,299
Monsoon,S4,Macrobrachium rude,459
Monsoon,S4,Macrognathus pancalus,497
Monsoon,S4,Macrothrix goeldi,272
Monsoon,S4,Macrothrix spinosa,272
Monsoon,S4,Mastacembelus armatus,214
Monsoon,S4,Merops orientalis,0
Monsoon,S4,Merops philippinus,0
Monsoon,S4,Mesocyclops leukarti,282
Monsoon,S4,Metopidius indicus,26
Monsoon,S4,Microcarbo niger,347
Monsoon,S4,Microhyla mymensinghensis,429
Monsoon,S4,Minervarya agricola,460
Monsoon,S4,Minervarya pierrei,439
Monsoon,S4,Mosquito larvae,39
Monsoon,S4,Motacilla citreola,15
Monsoon,S4,Mycteria leucocephala,612
Monsoon,S4,Mystus tengara,307
Monsoon,S4,Mystus vittatus,305
Monsoon,S4,Naja naja,88
Monsoon,S4,Netuma thalassina,220
Monsoon,S4,Notopterus notopterus,554
Monsoon,S4,Nycticorax nycticorax,265
Monsoon,S4,Odonata sp.,133
Monsoon,S4,Oreochromis niloticus,484
Monsoon,S4,Oriolus kundoo,0
Monsoon,S4,Oriolus xanthornus,0
Monsoon,S4,Parambassis baculis,554
Monsoon,S4,Pethia phutunio,753
Monsoon,S4,Polypedates maculatus,429
Monsoon,S4,Porphyrio poliocephalus,26
Monsoon,S4,Prionailurus viverrinus,220
Monsoon,S4,Puntius vittatus,546
Monsoon,S4,Ranatra elongata,142
Monsoon,S4,Ranatra filiformis,147
Monsoon,S4,Ranatra varipes,163
Monsoon,S4,Rasbora daniconius,615
Monsoon,S4,Scapholeberis kingi,282
Monsoon,S4,Sphaerotheca breviceps,365
Monsoon,S4,Sphaerotheca rolandae,365
Monsoon,S4,Spilornis cheela,4
Monsoon,S4,Tachybaptus ruficollis,140
Monsoon,S4,Tadploes,258
Monsoon,S4,Trichogaster fasciata,807
Monsoon,S4,Trichogaster lalius,828
Monsoon,S4,Uperodon systoma,439
Monsoon,S4,Vanellus indicus,15
Monsoon,S4,Varanus bengalensis,78
Monsoon,S4,Xenentodon cancila,195
Monsoon,S5,Acridotheres ginginianus,259
Monsoon,S5,Alcedo atthis,848
Monsoon,S5,Alona pulchella,98
Monsoon,S5,Amaurornis phoenicurus,771
Monsoon,S5,Anastomus oscitans,430
Monsoon,S5,Anisops campbelli,1083
Monsoon,S5,Aplocheilus panchax,612
Monsoon,S5,Aquarius adelaides,1041
Monsoon,S5,Arcella discoides,98
Monsoon,S5,Ardea alba,863
Monsoon,S5,Ardea intermedia,863
Monsoon,S5,Ardea purpurea,841
Monsoon,S5,Ardeola grayii,901
Monsoon,S5,Asplanchna brightwelli,98
Monsoon,S5,Badis badis,754
Monsoon,S5,Big fish juveniles,593
Monsoon,S5,Brachionus calyciflorus,116
Monsoon,S5,Brachionus forficula,116
Monsoon,S5,Bubulcus ibis,758
Monsoon,S5,Bungarus fasciatus,453
Monsoon,S5,Carp sp.,237
Monsoon,S5,Centropus bengalensis,666
Monsoon,S5,Centropyxis aculeata,98
Monsoon,S5,Ceryle rudis,848
Monsoon,S5,Channa gachua,805
Monsoon,S5,Channa punctata,592
Monsoon,S5,Channa striata,592
Monsoon,S5,Coracias benghalensis,246
Monsoon,S5,Coronatella rectangula,98
Monsoon,S5,Dendrocygna javanica,240
Monsoon,S5,Detritus,72
Monsoon,S5,Diplonychus annulatus,1015
Monsoon,S5,Diplonychus rusticus,1037
Monsoon,S5,Duttaphrynus melanostictus,580
Monsoon,S5,Duttaphrynus scaber,575
Monsoon,S5,Egretta garzetta,893
Monsoon,S5,Enhydris enhydris,371
Monsoon,S5,Euphlyctis cyanophlyctis,565
Monsoon,S5,Fejervarya orissaensis,660
Monsoon,S5,Felis chaus,138
Monsoon,S5,Fowlea piscator,347
Monsoon,S5,Glossogobius giuris,717
Monsoon,S5,Green Algae,256
Monsoon,S5,Halcyon smyrnensis,848
Monsoon,S5,Haliaeetus leucogaster,218
Monsoon,S5,Herbaceous aquatic plants,86
Monsoon,S5,Heteropneustes fossilis,256
Monsoon,S5,Himantopus himantopus,561
Monsoon,S5,Hirundo rustica,561
Monsoon,S5,Hoplobatrachus crassus,519
Monsoon,S5,Hoplobatrachus tigerinus,461
Monsoon,S5,Hydrovatus confertus,1006
Monsoon,S5,Hylarana tytleri,627
Monsoon,S5,Keratella lenzi,116
Monsoon,S5,Laccotrephes griseus,1041
Monsoon,S5,Laccotrephes ruber,1041
Monsoon,S5,Lecane aculeata,116
Monsoon,S5,Lecane bulla,116
Monsoon,S5,Limnogonus fossarum,1041
Monsoon,S5,Lissemys punctata,862
Monsoon,S5,Macrobrachium equidens,152
Monsoon,S5,Macrobrachium malcolmsonii,504
Monsoon,S5,Macrobrachium rosenbergii,504
Monsoon,S5,Macrobrachium rude,217
Monsoon,S5,Macrognathus pancalus,791
Monsoon,S5,Macrothrix goeldi,98
Monsoon,S5,Macrothrix spinosa,98
Monsoon,S5,Mastacembelus armatus,682
Monsoon,S5,Merops orientalis,5
Monsoon,S5,Merops philippinus,5
Monsoon,S5,Mesocyclops leukarti,108
Monsoon,S5,Metopidius indicus,576
Monsoon,S5,Microcarbo niger,582
Monsoon,S5,Microhyla mymensinghensis,610
Monsoon,S5,Minervarya agricola,656
Monsoon,S5,Minervarya pierrei,627
Monsoon,S5,Mosquito larvae,47
Monsoon,S5,Motacilla citreola,561
Monsoon,S5,Mycteria leucocephala,732
Monsoon,S5,Mystus tengara,205
Monsoon,S5,Mystus vittatus,216
Monsoon,S5,Naja naja,241
Monsoon,S5,Netuma thalassina,198
Monsoon,S5,Notopterus notopterus,774
Monsoon,S5,Nycticorax nycticorax,863
Monsoon,S5,Odonata sp.,218
Monsoon,S5,Oreochromis niloticus,753
Monsoon,S5,Oriolus kundoo,5
Monsoon,S5,Oriolus xanthornus,5
Monsoon,S5,Parambassis baculis,600
Monsoon,S5,Pethia phutunio,754
Monsoon,S5,Polypedates maculatus,597
Monsoon,S5,Porphyrio poliocephalus,576
Monsoon,S5,Prionailurus viverrinus,536
Monsoon,S5,Puntius vittatus,612
Monsoon,S5,Ranatra elongata,859
Monsoon,S5,Ranatra filiformis,859
Monsoon,S5,Ranatra varipes,885
Monsoon,S5,Rasbora daniconius,676
Monsoon,S5,Scapholeberis kingi,108
Monsoon,S5,Sphaerotheca breviceps,559
Monsoon,S5,Sphaerotheca rolandae,559
Monsoon,S5,Spilornis cheela,11
Monsoon,S5,Tachybaptus ruficollis,796
Monsoon,S5,Tadploes,102
Monsoon,S5,Trichogaster fasciata,829
Monsoon,S5,Trichogaster lalius,576
Monsoon,S5,Uperodon systoma,627
Monsoon,S5,Vanellus indicus,561
Monsoon,S5,Varanus bengalensis,258
Monsoon,S5,Xenentodon cancila,554
Monsoon,D1,Acridotheres ginginianus,0
Monsoon,D1,Alcedo atthis,29
Monsoon,D1,Alona pulchella,0
Monsoon,D1,Amaurornis phoenicurus,29
Monsoon,D1,Anastomus oscitans,0
Monsoon,D1,Anisops campbelli,0
Monsoon,D1,Aplocheilus panchax,64
Monsoon,D1,Aquarius adelaides,0
Monsoon,D1,Arcella discoides,0
Monsoon,D1,Ardea alba,29
Monsoon,D1,Ardea intermedia,29
Monsoon,D1,Ardea purpurea,31
Monsoon,D1,Ardeola grayii,29
Monsoon,D1,Asplanchna brightwelli,0
Monsoon,D1,Badis badis,64
Monsoon,D1,Big fish juveniles,0
Monsoon,D1,Brachionus calyciflorus,0
Monsoon,D1,Brachionus forficula,0
Monsoon,D1,Bubulcus ibis,29
Monsoon,D1,Bungarus fasciatus,0
Monsoon,D1,Carp sp.,0
Monsoon,D1,Centropus bengalensis,9
Monsoon,D1,Centropyxis aculeata,0
Monsoon,D1,Ceryle rudis,29
Monsoon,D1,Channa gachua,29
Monsoon,D1,Channa punctata,38
Monsoon,D1,Channa striata,38
Monsoon,D1,Coracias benghalensis,2
Monsoon,D1,Coronatella rectangula,0
Monsoon,D1,Dendrocygna javanica,3
Monsoon,D1,Detritus,0
Monsoon,D1,Diplonychus annulatus,145
Monsoon,D1,Diplonychus rusticus,195
Monsoon,D1,Duttaphrynus melanostictus,9
Monsoon,D1,Duttaphrynus scaber,9
Monsoon,D1,Egretta garzetta,29
Monsoon,D1,Enhydris enhydris,0
Monsoon,D1,Euphlyctis cyanophlyctis,9
Monsoon,D1,Fejervarya orissaensis,9
Monsoon,D1,Felis chaus,1
Monsoon,D1,Fowlea piscator,6
Monsoon,D1,Glossogobius giuris,29
Monsoon,D1,Green Algae,0
Monsoon,D1,Halcyon smyrnensis,29
Monsoon,D1,Haliaeetus leucogaster,3
Monsoon,D1,Herbaceous aquatic plants,0
Monsoon,D1,Heteropneustes fossilis,0
Monsoon,D1,Himantopus himantopus,9
Monsoon,D1,Hirundo rustica,9
Monsoon,D1,Hoplobatrachus crassus,12
Monsoon,D1,Hoplobatrachus tigerinus,12
Monsoon,D1,Hydrovatus confertus,0
Monsoon,D1,Hylarana tytleri,9
Monsoon,D1,Keratella lenzi,0
Monsoon,D1,Laccotrephes griseus,0
Monsoon,D1,Laccotrephes ruber,0
Monsoon,D1,Lecane aculeata,0
Monsoon,D1,Lecane bulla,0
Monsoon,D1,Limnogonus fossarum,0
Monsoon,D1,Lissemys punctata,26
Monsoon,D1,Macrobrachium equidens,0
Monsoon,D1,Macrobrachium malcolmsonii,9
Monsoon,D1,Macrobrachium rosenbergii,9
Monsoon,D1,Macrobrachium rude,0
Monsoon,D1,Macrognathus pancalus,29
Monsoon,D1,Macrothrix goeldi,0
Monsoon,D1,Macrothrix spinosa,0
Monsoon,D1,Mastacembelus armatus,29
Monsoon,D1,Merops orientalis,0
Monsoon,D1,Merops philippinus,0
Monsoon,D1,Mesocyclops leukarti,0
Monsoon,D1,Metopidius indicus,9
Monsoon,D1,Microcarbo niger,0
Monsoon,D1,Microhyla mymensinghensis,9
Monsoon,D1,Minervarya agricola,9
Monsoon,D1,Minervarya pierrei,9
Monsoon,D1,Mosquito larvae,0
Monsoon,D1,Motacilla citreola,9
Monsoon,D1,Mycteria leucocephala,32
Monsoon,D1,Mystus tengara,0
Monsoon,D1,Mystus vittatus,0
Monsoon,D1,Naja naja,0
Monsoon,D1,Netuma thalassina,8
Monsoon,D1,Notopterus notopterus,26
Monsoon,D1,Nycticorax nycticorax,29
Monsoon,D1,Odonata sp.,0
Monsoon,D1,Oreochromis niloticus,9
Monsoon,D1,Oriolus kundoo,0
Monsoon,D1,Oriolus xanthornus,0
Monsoon,D1,Parambassis baculis,61
Monsoon,D1,Pethia phutunio,64
Monsoon,D1,Polypedates maculatus,9
Monsoon,D1,Porphyrio poliocephalus,9
Monsoon,D1,Prionailurus viverrinus,14
Monsoon,D1,Puntius vittatus,64
Monsoon,D1,Ranatra elongata,334
Monsoon,D1,Ranatra filiformis,334
Monsoon,D1,Ranatra varipes,267
Monsoon,D1,Rasbora daniconius,64
Monsoon,D1,Scapholeberis kingi,0
Monsoon,D1,Sphaerotheca breviceps,9
Monsoon,D1,Sphaerotheca rolandae,9
Monsoon,D1,Spilornis cheela,0
Monsoon,D1,Tachybaptus ruficollis,29
Monsoon,D1,Tadploes,0
Monsoon,D1,Trichogaster fasciata,46
Monsoon,D1,Trichogaster lalius,0
Monsoon,D1,Uperodon systoma,9
Monsoon,D1,Vanellus indicus,9
Monsoon,D1,Varanus bengalensis,2
Monsoon,D1,Xenentodon cancila,9
Monsoon,D2,Acridotheres ginginianus,0
Monsoon,D2,Alcedo atthis,0
Monsoon,D2,Alona pulchella,0
Monsoon,D2,Amaurornis phoenicurus,0
Monsoon,D2,Anastomus oscitans,0
Monsoon,D2,Anisops campbelli,30
Monsoon,D2,Aplocheilus panchax,21
Monsoon,D2,Aquarius adelaides,30
Monsoon,D2,Arcella discoides,0
Monsoon,D2,Ardea alba,0
Monsoon,D2,Ardea intermedia,0
Monsoon,D2,Ardea purpurea,0
Monsoon,D2,Ardeola grayii,0
Monsoon,D2,Asplanchna brightwelli,0
Monsoon,D2,Badis badis,21
Monsoon,D2,Big fish juveniles,6
Monsoon,D2,Brachionus calyciflorus,0
Monsoon,D2,Brachionus forficula,0
Monsoon,D2,Bubulcus ibis,0
